Hip|HD|BayerFlamsteed|ProperName
||Sol|Sol
 34152| 53598||
 34160| 53078||
 34165| 53670||
 34166| 53672||
 34168| 52860|          | 
 34177| 54179|          | 
 34182| 53257| 44    Gem| 
 34185| 53621||
 34200| 53952|          | 
 34201| 54038||
 34207| 53416||
 34215| 53510|          | 
 34217| 52859|          | 
 34221| 53756||
 34222| || 
 34229| 53287||
 34234| 53755|          | 
 34238| 52030|          | 
 34239| 53665||
 34241| 53536||
 34244| 53228||
 34246| 54208||
 34247| 53314||
 34248| 54031|          | 
 34250| 52708|          | 
 34253| 54153|          | 
 34258| 53561||
 34261| 54315||
 34266| 53472||
 34267| 53329|          | 
 34269| || 
 34270| 55151|          | 
 34271| 53532||
 34273| 53588||
 34276| 54341||
 34295| 54059||
 34297| 53975|          | 
 34301| 53974|          | 
 34308| 55150||
 34317| ||
 34318| 54173|          | 
 34330| 53972||
 34331| 54224|          | 
 34335| 54257||
 34338| 53929|          | 
 34339| 54475|          | 
 34341| || 
 34342| 54339||
 34349| 54732|          | 
 34350| 54967||
 34351| 53766||
 34357| 54141||
 34358| 53686|          | 
 34360| 54309|          | 
 34361| ||
 34367| 53744|          | 
 34370| 54792||
 34380| 53742||
 34387| 54079|          | 
 34388| 54581||
 34392| || 
 34393| 54336||
 34401| 54250||
 34407| 54046||
 34413| 54361||
 34414| 53927|| 
 34416| 53685||
 34417| 55105||
 34423| 54359||
 34424| 54626||
 34426| 54100||
 34428| 53899|          | 
 34437| 54130||
 34438| 54519||
 34440| 54131| 45    Gem| 
 34441| 54217||
 34444| 54605| 25Del CMa| 
 34448| 54547||
 34450| 54246||
 34454| 54493||
 34462| 53925|          | 
 34463| 54355||
 34464| 54183||
 34473| 55864|   Gam1Vol| 
 34476| 54211||
 34481| 55865|   Gam2Vol| 
 34489| 54669|          | 
 34495| 54893|          | 
 34497| 54044||
 34506| 55000||
 34511| 54351||
 34513| 52762||
 34518| 54489||
 34519| 54839||
 34520| 54321||
 34531| 54242||
 34536| 54662|          | 
 34540| 54405||
 34543| 55527||
 34546| 54159||
 34555| 54980||
 34559| 54658||
 34561| 54764|          | 
 34567| 54371||
 34568| 54763||
 34572| 53633||
 34579| 54912|          | 
 34588| 54619||
 34589| 54834||
 34591| 54565||
 34596| 54859||
 34597| 54632||
 34601| 55019||
 34603| || 
 34608| 54563|          | 
 34615| 53711||
 34616| 54911||
 34617| 54958|          | 
 34621| 54959||
 34622| 54810| 20    Mon| 
 34624| 55070|          | 
 34631| 55598||
 34644| 55039||
 34649| 54929||
 34659| 55348||
 34663| 54562||
 34669| 54995||
 34670| 55526|          | 
 34673| || 
 34683| 56194||
 34686| 56240||
 34688| 54990||
 34693| 54719| 46Tau Gem| 
 34694| 55036||
 34696| 54989||
 34698| ||
 34700| 54718||
 34703| 54099||
 34705| 54901||
 34706| 56478||
 34710| 55137||
 34714| 54717||
 34712| ||
 34719| 55135||
 34718| 55271||
 34721| 55474||
 34722| 54801| 47    Gem| 
 34724| 55057| 21    Mon| 
 34725| 55213||
 34729| 55345||
 34730| ||
 34732| 54122||
 34733| 54777||
 34735| 54825||
 34737| 54319||
 34739| 55720||
 34752| 54716| 63    Aur| 
 34758| 55344|          | 
 34763| 54986||
 34768| 55111|          | 
 34769| 55185| 22Del Mon| 
 34776| 55964||
 34777| 54590||
 34779| 55005||
 34778| 54715||
 34780| 56239|          | 
 34782| 55568|          | 
 34785| ||
 34786| 55523||
 34789| 55184|          | 
 34793| 55290||
 34796| || 
 34798| 55522| 26    CMa| 
 34802| 55719|          | 
 34804| ||
 34805| 56560||
 34813| 55663||
 34814| 55595|          | 
 34817| 55718|          | 
 34819| 55052| 48    Gem| 
 34830| 55080||
 34834| 55892|          | 
 34851| 56023||
 34856| 55201||
 34855| 56216||
 34858| 55283||
 34860| 55130|          | 
 34861| 55156||
 34868| 55910||
 34879| 55693||
 34881| 55129||
 34888| 55589|          | 
 34890| 56533|| 
 34893| 54776||
 34897| 54944||
 34899| 56022|          | 
 34901| 56644||
 34904| 55533||
 34909| 55383| 51    Gem| 
 34912| 54895|          | 
 34913| 55411||
 34914| 55762|          | 
 34917| 55836||
 34919| 55987||
 34920| 55225||
 34922| 56096|          | 
 34924| 55857|          | 
 34926| 55003||
 34929| 56350||
 34935| 55684||
 34937| 55958|          | 
 34940| 55856|          | 
 34942| 55557||
 34943| 55356||
 34946| 55078||
 34947| 55508||
 34950| 55458||
 34952| 52881||
 34954| 55985|          | 
 34955| 56318||
 34956| 54070|          | 
 34958| 56265||
 34974| 56264||
 34975| 55775|          | 
 34981| 56014| 27    CMa| 
 34982| 55832|          | 
 34987| 55751|          | 
 34992| 56737||
 34995| 55579|          | 
 34999| 55879|          | 
 35004| 56013||
 35005| 55730|          | 
 35011| 55649||
 35012| 56067||
 35017| 56161||
 35020| 56456|          | 
 35025| 55621| 52    Gem| 
 35026| 56094||
 35029| 56455|          | 
 35031| 56284||
 35033| 55199||
 35035| 56012||
 35037| 56139| 28Ome CMa| 
 35044| 56160|          | 
 35051| 56211||
 35054| 56410|          | 
 35071| ||
 35072| 56110||
 35075| 56376||
 35077| 55922||
 35080| 56003| 24    Mon| 
 35083| 56342|          | 
 35084| 56705|          | 
 35090| 56531||
 35091| 58160||
 35095| 56910||
 35096| 56662||
 35101| 55973||
 35102| 58046||
 35104| 55405||
 35105| 55178||
 35106| 55847||
 35113| 55576||
 35120| 56031|          | 
 35121| 56961||
 35126| 55919||
 35127| 56207|          | 
 35132| 56341|          | 
 35136| 55575|          | 
 35139| 56274|| 
 35145| 55647||
 35146| 55280| 18    Lyn| 
 35149| 56310||
 35152| 55870| 53    Gem| 
 35158| 56909||
 35159| 52029||
 35162| 55869||
 35161| 55077||
 35164| 56367||
 35168| 56554||
 35172| 56960||
 35173| ||
 35180| 56405|          | 
 35181| 56813|          | 
 35188| 56621||
 35189| 56907||
 35191| || 
 35198| 55918||
 35202| 56733|          | 
 35205| 56618|          | 
 35209| 56303||
 35210| 56577|          | 
 35211| 57375||
 35213| 56578||
 35219| 56200||
 35220| 56525||
 35224| 56152||
 35226| 56779|          | 
 35228| 57623|   Del Vol| 
 35229| 56637||
 35241| 56731|          | 
 35243| 57920||
 35246| ||
 35248| 56359||
 35253| 56176||
 35255| 56634||
 35258| 56617||
 35261| 56593||
 35262| 56751||
 35264| 56855|   Pi  Pup| 
 35265| 56124||
 35273| 56224||
 35274| ||
 35278| 56446|          | 
 35286| 56809||
 35287| 56978||
 35288| 56977||
 35296| 57095|| 
 35298| 56222||
 35300| 56613||
 35301| 56614|          | 
 35304| 55866|          | 
 35306| 56610||
 35310| 56515||
 35314| 56122||
 35317| 56171||
 35326| 56876|          | 
 35341| 56221| 64    Aur| 
 35345| 56386|          | 
 35347| 57197|          | 
 35350| 56537| 54Lam Gem| 
 35353| || 
 35358| 56955||
 35359| 57334||
 35363| 57150|          | 
 35377| 56513||
 35384| 56169|          | 
 35385| 57122||
 35389| ||
 35391| 57120||
 35393| 57240|          | 
 35395| 56821||
 35406| 57219|          | 
 35408| 57808||
 35412| 57060| 29    CMa| 
 35415| 57061| 30Tau CMa| 
 35419| 56793||
 35427| 57146|          | 
 35431| 56482||
 35436| 56891||
 35437| 57415||
 35440| 56563||
 35442| 57118|          | 
 35443| 56629||
 35444| 57087||
 35446| 56844||
 35450| 57355||
 35453| 57193||
 35456| 57238||
 35461| 57192||
 35463| 57299|          | 
 35465| 57582||
 35466| 55893||
 35467| 57767||
 35468| 57139||
 35471| 57190||
 35474| 57719||
 35475| 57078||
 35476| 56989|          | 
 35477| 56628||
 35487| 57167|          | 
 35494| 56761||
 35495| || 
 35497| 57919||
 35500| 56965||
 35509| 57006|          | 
 35515| 57764||
 35517| 56243||
 35526| 56789||
 35533| 57133||
 35537| 56987||
 35543| 57213||
 35544| 57346||
 35547| 57212||
 35548| 57049|          | 
 35550| 56986| 55Del Gem| 
 35551| 57048||
 35556| 57252||
 35561| 57321||
 35564| 57852|          | 
 35566| 57437||
 35565| 56964||
 35567| 57969||
 35576| 57275||
 35578| 57527||
 35589| 57917|          | 
 35588| 57918||
 35595| 57291||
 35598| 57343||
 35602| 57385||
 35603| 57949||
 35605| 57637||
 35609| 57573|          | 
 35610| 57544||
 35611| 57593|          | 
 35614| 57313||
 35615| 57478|          | 
 35621| 57968||
 35623| 56941|          | 
 35626| 57615|          | 
 35628| 56168||
 35642| 57517|          | 
 35643| 56963|          | 
 35646| 57340||
 35648| 58017||
 35649| 57498||
 35651| 57568||
 35660| 57758||
 35662| 57104||
 35669| 57539||
 35676| 58448||
 35690| 55667||
 35699| 57423| 56    Gem| 
 35705| 57652||
 35706| ||
 35707| 57682|          | 
 35710| 57264| 65    Aur| 
 35712| 57608|          | 
 35716| 57945||
 35718| 57678||
 35725| 57263|          | 
 35727| 57821|          | 
 35731| 57066||
 35733| 58038||
 35735| 56820| 47    Cam| 
 35737| 57708|          | 
 35739| 58111||
 35740| 57820||
 35746| 57890||
 35747| 57911||
 35749| 57749|          | 
 35750| ||
 35751| 57707||
 35754| 57733||
 35755| ||
 35761| 58063||
 35762| 56788||
 35769| 58011||
 35775| 57863||
 35778| 57939||
 35783| 57102| 19    Lyn| 
 35785| 57103| 19    Lyn| 
 35790| 58540||
 35792| 57861||
 35795| 58155|          | 
 35796| 57728||
 35799| ||
 35803| 57703||
 35804| 57704||
 35806| 58774||
 35809| 59239||
 35821| || 
 35830| 58260||
 35833| 58591||
 35839| 58131||
 35842| 57744| 58    Gem| 
 35846| 57727| 57    Gem| 
 35848| 58215|          | 
 35851| ||
 35855| 58286|          | 
 35856| 58287||
 35866| 58283||
 35869| 58657||
 35872| 57901|| 
 35873| ||
 35875| 57881||
 35874| 54942||
 35879| 58444||
 35884| 58192||
 35887| 58325|          | 
 35893| 58420|          | 
 35894| 57979||
 35896| 58098||
 35900| ||
 35902| 58489||
 35904| 58350| 31Eta CMa| 
 35906| 58377||
 35907| 57669| 66    Aur| 
 35909| 57900||
 35910| 58895||
 35912| 58306||
 35919| 57769||
 35920| 58346|          | 
 35922| 58305||
 35923| 58122||
 35929| 58072||
 35933| 58050|          | 
 35937| ||
 35941| 57927| 59    Gem| 
 35943| ||
 35946| 59640||
 35947| 58618||
 35951| 58343|          | 
 35957| 58535|          | 
 35960| 58634|          | 
 35975| 58439|          | 
 35984| 57646|          | 
 35985| 58676||
 35987| 58187|  1    CMi| 
 35989| ||
 35992| ||
 35995| 58462||
 35997| 58510||
 35998| 58461|          | 
 36000| 58162||
 36014| 57625||
 36017| 58585|          | 
 36019| 55075|          | 
 36024| 58612|          | 
 36025| 55967||
 36034| 58609||
 36035| 58246||
 36037| ||
 36039| 60816|   Eps Men| 
 36041| 58367|  2Eps CMi| 
 36045| 58766|          | 
 36046| 58207| 60Iot Gem| 
 36049| 58432||
 36055| 58526|          | 
 36056| 57950||
 36060| 58338||
 36068| 58647||
 36071| 58556||
 36074| 58962||
 36078| 58383||
 36079| 58698||
 36080| 58580|          | 
 36081| 58696||
 36082| 58500||
 36083| 58797||
 36087| 58244||
 36089| 58722||
 36101| 58764||
 36102| ||
 36114| 59219|          | 
 36115| 58961||
 36120| 58693||
 36121| 58760||
 36122| 58453||
 36123| 58552|          | 
 36129| 57813||
 36130| 58666||
 36132| 57044||
 36134| 58791||
 36136| 58886||
 36139| 58382||
 36140| 58907|          | 
 36141| 58599|          | 
 36143| 59026|          | 
 36145| 58142| 21    Lyn| 
 36148| 58755||
 36152| 58551|          | 
 36156| 58579| 61    Gem| 
 36159| 56863||
 36160| 59100||
 36163| 58295||
 36165| 59099||
 36168| 58978|          | 
 36182| 59995||
 36186| 58954|          | 
 36188| 58715|  3Bet CMi| 
 36189| 58686||
 36200| 58810||
 36207| 58451||
 36208| ||Luyten's Star
 36210| 59468|| 
 36211| 57742|          | 
 36212| 58729||
 36215| || 
 36224| 58497||
 36225| 59074||
 36231| 58809||
 36232| 58712||
 36236| 59136|          | 
 36238| 58728| 63    Gem| 
 36243| 58683||
 36246| 59215||
 36249| 58781||
 36251| 59067|          | 
 36256| 59191||
 36258| 59256|          | 
 36260| 59018||
 36262| 58747||
 36264| 59235||
 36265| 58923|  5Eta CMi| 
 36272| 58727||
 36275| 59189||
 36277| ||
 36281| 58520||
 36284| 58972|  4Gam CMi| 
 36285| 58595||
 36287| 59780||
 36288| 58521||
 36290| 58971||
 36294| 58549||
 36296| 59129||
 36304| 59466|          | 
 36305| 59416||
 36306| 58184||
 36307| 58899||
 36310| 59062||
 36319| ||
 36320| 59211||
 36325| 58898||
 36328| 59411||
 36329| 59344||
 36331| 59110||
 36334| 58640||
 36335| 58829||
 36338| || 
 36340| 59059|          | 
 36345| 59499|          | 
 36347| ||
 36346| 60150|          | 
 36349| ||
 36348| 58661|          | 
 36351| 58681||
 36352| ||
 36355| 59527||
 36357| ||
 36362| 59550|          | 
 36363| 59635|          | 
 36364| 59408||
 36366| 58946| 62Rho Gem| 
 36371| 59152||
 36374| 59180||
 36376| 59150||
 36377| 59717|   Sig Pup| 
 36381| 59594||
 36388| 59311|          | 
 36389| 59227||
 36390| 59404||
 36392| 59441||
 36393| 59037| 64    Gem| 
 36395| 59438|          | 
 36396| 59381|          | 
 36399| 59380|          | 
 36411| 59149||
 36412| 59014||
 36418| 59295||
 36422| 59869||
 36425| 59294|  6    CMi| 
 36429| 59148| 65    Gem| 
 36431| 59612|          | 
 36435| 59544||
 36437| 59543||
 36439| 58855| 22    Lyn| 
 36444| 60060|          | 
 36451| 59652||
 36452| 59610||
 36458| 59375||
 36463| 59106||
 36471| 60250||
 36474| 59894||
 36481| 59360||
 36485| 59432||
 36486| 59737||
 36489| 60130||
 36492| 59511||
 36496| 60228|          | 
 36497| 59450||
 36498| 59034||
 36499| 59538||
 36506| 59430||
 36507| 59173||
 36509| 59331||
 36512| 59711||
 36515| 59967|          | 
 36514| 59890|          | 
 36521| 59693||
 36523| 60201||
 36526| 59669|          | 
 36528| 58425|          | 
 36535| 59604||
 36536| 59057||
 36539| 59730||
 36541| 59690||
 36544| 59989||
 36546| ||
 36547| 55966|          | 
 36551| 59582|| 
 36553| 59603||
 36555| 57644||
 36557| 59688||
 36565| 59726||
 36569| 59856||
 36572| 59765||
 36574| 59806||
 36577| 61313||
 36578| 58679||
 36582| 60098|          | 
 36595| 58917||
 36608| 60168|          | 
 36616| 59686|          | 
 36618| 59805||
 36622| 60673||
 36624| 59507|          | 
 36627| || 
 36626| || 
 36629| 59929||
 36631| 59764||
 36632| 59557||
 36634| 59033||
 36635| || 
 36636| 59880||
 36637| || 
 36640| 59984|          | 
 36641| 59881|  7Del1CMi| 
 36645| 58545||
 36647| 59684||
 36652| 60092||
 36657| 60312|          | 
 36663| 59828||
 36677| 60139||
 36682| 60649||
 36687| 60086||
 36690| 59878|          | 
 36703| 60156||
 36704| 59747||
 36715| 57724||
 36721| 60345|          | 
 36723| 60111|  8Del2CMi| 
 36728| 60559|          | 
 36729| 60574|          | 
 36730| 60155||
 36731| 60368||
 36732| 60341|          | 
 36735| 61312||
 36736| 60325|          | 
 36737| ||
 36739| 60081||
 36740| 59826||
 36741| 60498||
 36744| 62093||
 36745| 60753||
 36746| 60136||
 36751| 59947||
 36754| 60276||
 36760| 60107| 68    Gem| 
 36773| 60414|          | 
 36775| 60687||
 36778| 60606|          | 
 36779| 59721||
 36780| 60555||
 36787| 60686|          | 
 36795| 60532|          | 
 36796| 60275|          | 
 36803| 59876||
 36807| 60646|          | 
 36808| 60553||
 36809| 60513||
 36812| 60357|  9Del3CMi| 
 36817| 60584|          | 
 36825| 60791||
 36827| 60491||
 36830| 60813||
 36832| 61033||
 36834| || 
 36833| 61056||
 36837| 60629|          | 
 36836| 60552||
 36841| 60204||
 36843| 60355||
 36847| 60601||
 36848| 60666|          | 
 36850| 60179| 66Alp Gem|Castor
 36851| 59975||
 36853| || 
 36856| 61031|          | 
 36858| 57508|          | 
 36859| 60235||
 36863| 60906||
 36866| 61475||
 36867| 60490||
 36869| 60489|          | 
 36874| 60298||
 36875| 60929||
 36879| 60504||
 36882| 60526||
 36884| 60503||
 36889| 60502||
 36893| 60063||
 36896| 60318|          | 
 36898| 60408||
 36901| 60700||
 36914| 62153|          | 
 36915| || 
 36917| 60863|          | 
 36918| 60742||
 36919| 60383||
 36922| 60563||
 36927| 61214||
 36933| 60620||
 36934| 60862||
 36941| 62364||
 36942| 61248|          | 
 36943| 61904||
 36948| 61005||
 36954| 59201||
 36955| 61006||
 36957| 61194||
 36961| 60922||
 36962| 60522| 69Ups Gem| 
 36963| 61087||
 36965| 60335|          | 
 36976| 60779|| 
 36977| 61394|          | 
 36980| 61436||
 36981| 60855|          | 
 36982| 62689|          | 
 36983| 59720||
 36985| ||
 36986| 60951|          | 
 36987| 61026||
 36992| 61245||
 37000| 60853|          | 
 37004| 61192||
 37007| 61950||
 37013| 61435||
 37015| 60969||
 37023| 60437|          | 
 37025| 61071||
 37030| 59897||
 37031| 60803|          | 
 37034| 61333||
 37036| 61068|          | 
 37037| 61017||
 37043| 61391|          | 
 37046| 60294|          | 
 37052| 61377||
 37058| 61160||
 37060| 61332||
 37061| 60272||
 37065| 61135||
 37069| 61191||
 37070| 61209||
 37072| 60820||
 37074| 60848||
 37086| 60436||
 37088| 61064| 25    Mon| 
 37089| 61227|          | 
 37091| 60654|          | 
 37096| 61330|          | 
 37098| 61373||
 37104| 61095||
 37107| 60915||
 37111| 60293||
 37117| 62064||
 37119| 61224|          | 
 37121| 60914||
 37122| 61093||
 37126| 61176||
 37127| 61409|          | 
 37128| 61453|          | 
 37133| 60771||
 37135| 61037||
 37136| 61038||
 37138| 61202||
 37140| 60652|          | 
 37145| 61431||
 37149| 61236||
 37150| 60406||
 37153| 60847||
 37155| 61323||
 37158| 61470||
 37159| 61277||
 37162| ||
 37164| 62282||
 37165| 61035|          | 
 37170| 60737||
 37173| 61429|          | 
 37174| 61715|          | 
 37177| ||
 37179| 60935||
 37182| ||
 37184| 61623|          | 
 37196| 60292||
 37198| 61275||
 37202| 61642|          | 
 37204| 60986| 70    Gem| 
 37209| 61949||
 37215| 61512||
 37217| || 
 37219| 61343||
 37223| 61641|          | 
 37229| 61555|          | 
 37232| 61273||
 37243| 61367||
 37244| 61532||
 37246| ||
 37248| 61966|          | 
 37256| 61297||
 37258| 61340||
 37261| 61554|          | 
 37265| 61110| 71Omi Gem| 
 37267| ||
 37269| 61219|          | 
 37271| 60818||
 37273| 60845||
 37276| 61947||
 37278| 61272||
 37279| 61421| 10Alp CMi|Procyon
 37283| 60912||
 37284| 63454||
 37288| || 
 37289| 61589||
 37292| 61107||
 37293| 61672|          | 
 37296| 61551||
 37297| 61831|          | 
 37300| 61338| 74    Gem| 
 37304| 61687||
 37310| 61609||
 37312| || 
 37315| 61759||
 37318| 61946||
 37321| 61649||
 37322| 61878|          | 
 37329| 61899|          | 
 37339| 61295|          | 
 37343| 62036||
 37345| 61925|          | 
 37346| 60844||
 37349| 61606|| 
 37355| 61501||
 37356| 64723||
 37357| 61850||
 37363| 62088||
 37364| 61774|          | 
 37365| 61252||
 37369| 61294|          | 
 37372| 63670||
 37373| 62034||
 37375| 61750||
 37379| 61772|          | 
 37382| 61846||
 37385| 61944||
 37390| 61989||
 37391| 51802|          | 
 37394| 61749|          | 
 37399| 61987|          | 
 37403| 63056||
 37404| 61630|          | 
 37405| 61721||
 37406| 61106| 23    Lyn| 
 37412| ||
 37414| 62400||
 37415| 62058|          | 
 37424| 62212||
 37428| 61603|          | 
 37430| 62151||
 37432| 62295||
 37434| 61602||
 37441| 61363|          | 
 37447| 61935| 26Alp Mon| 
 37450| 62226|          | 
 37461| 62318|          | 
 37462| 62278||
 37465| 62082|          | 
 37469| 62317||
 37478| 61887|          | 
 37488| ||
 37494| || 
 37495| 62171||
 37501| 61361||
 37502| 62612||
 37504| 63295|   Zet Vol| 
 37508| 61885|          | 
 37514| 62376|          | 
 37519| 62316||
 37521| 61913|          | 
 37522| 61836||
 37524| 62315||
 37528| ||
 37530| 62758|          | 
 37533| 62663||
 37538| 60405||
 37541| 63088||
 37542| 62202||
 37545| 61805||
 37546| 62241||
 37549| 62714||
 37551| ||
 37554| 62358||
 37557| 62503||
 37563| 62850||
 37577| 62560||
 37579| 61997||
 37580| 61859|          | 
